Timestamp [ms],CPU usage [MHZ],CPU usage [%],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
2013-08-12 15:00:46,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:05:46,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:10:46,78.02665493333333,0.6666666666666667,0.0,0.0,1.9333333333333331,0.0,1.0
2013-08-12 15:15:46,68.27332306666668,0.5833333333333334,0.0,0.0,2.533333333333333,0.0,1.0666666666666669
2013-08-12 15:20:46,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:25:46,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:30:46,76.07598856,0.65,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:35:46,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:40:46,64.37199032000001,0.55,0.0,0.0,1.4,0.0,1.0
2013-08-12 15:45:46,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:50:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 15:55:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:00:47,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:05:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:10:47,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:15:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:20:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:25:47,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:30:47,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:35:47,64.37199032000001,0.55,0.0,0.0,2.066666666666667,0.06666666666666668,1.0666666666666669
2013-08-12 16:40:47,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:45:47,70.22398944000001,0.6,0.0,0.0,1.5333333333333334,0.0,1.0
2013-08-12 16:50:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 16:55:47,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:00:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
2013-08-12 17:05:47,60.47065757333333,0.5166666666666666,0.0,0.0,1.8,0.0,1.0666666666666669
2013-08-12 17:10:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:15:47,74.12532218666666,0.6333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:20:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:25:47,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:30:47,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:35:47,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:40:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:45:47,74.12532218666666,0.6333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:50:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 17:55:47,74.12532218666666,0.6333333333333333,0.0,0.0,1.5333333333333334,0.0,1.0
2013-08-12 18:00:47,83.87865405333334,0.7166666666666667,178956.8,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:05:47,60.47065757333333,0.5166666666666666,134217.6,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:10:47,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:15:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:20:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:25:47,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:30:47,66.32265669333334,0.5666666666666667,0.0,0.0,2.1333333333333333,0.0,1.0666666666666669
2013-08-12 18:35:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:40:47,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:45:47,76.07598856,0.65,0.0,0.0,1.8,0.06666666666666668,1.0666666666666669
2013-08-12 18:50:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 18:55:47,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 19:00:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 19:05:47,64.37199032000001,0.55,0.0,0.0,1.5333333333333334,0.0,1.0
2013-08-12 19:10:47,64.37199032000001,0.55,0.0,0.0,1.6666666666666667,0.0,1.0
2013-08-12 19:15:47,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 19:20:47,118.99064877333336,1.0166666666666666,0.0,131.33333333333334,15.266666666666667,0.0,1.0
2013-08-12 19:25:47,70.22398944000001,0.6,0.0,0.0,1.8,0.0,1.0
2013-08-12 19:30:47,72.17465581333335,0.6166666666666667,0.0,32.666666666666664,4.066666666666666,0.0,1.0
2013-08-12 19:35:47,76.07598856,0.65,0.0,0.0,14.933333333333335,0.0,1.0
2013-08-12 19:40:47,60.47065757333333,0.5166666666666666,0.0,0.0,1.2666666666666666,0.0,1.0
2013-08-12 19:45:47,74.12532218666666,0.6333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 19:50:47,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 19:55:47,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:00:47,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
2013-08-12 20:05:47,66.32265669333334,0.5666666666666667,268435.2,0.0,1.2666666666666666,0.0,1.0
2013-08-12 20:10:48,68.27332306666668,0.5833333333333334,89478.4,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:15:48,70.22398944000001,0.6,0.0,0.0,2.2,0.0,1.0666666666666669
2013-08-12 20:20:48,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:25:48,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:30:48,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:35:48,81.92798768,0.7,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 20:40:48,64.37199032000001,0.55,0.0,0.0,1.5333333333333334,0.06666666666666668,1.0666666666666669
2013-08-12 20:45:48,79.97732130666667,0.6833333333333332,0.0,0.0,1.6,0.0,1.0
2013-08-12 20:50:48,79.97732130666667,0.6833333333333332,0.0,0.0,1.2666666666666666,0.0,1.0
2013-08-12 20:55:48,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:00:48,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
2013-08-12 21:05:48,78.02665493333333,0.6666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:10:48,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:15:48,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:20:48,74.12532218666666,0.6333333333333333,0.0,0.0,1.6666666666666667,0.0,1.0
2013-08-12 21:25:48,60.47065757333333,0.5166666666666666,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:30:48,60.47065757333333,0.5166666666666666,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:35:48,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:40:48,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:45:48,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:50:48,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 21:55:48,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 22:00:48,72.17465581333335,0.6166666666666667,0.0,0.0,2.8666666666666667,0.0,1.0666666666666669
2013-08-12 22:05:48,76.07598856,0.65,0.0,0.0,2.533333333333333,0.0,1.0
2013-08-12 22:10:48,68.27332306666668,0.5833333333333334,0.0,0.0,1.4,0.0,1.0
2013-08-12 22:15:48,60.47065757333333,0.5166666666666666,0.0,0.0,1.3333333333333333,0.06666666666666668,1.0
2013-08-12 22:20:48,78.02665493333333,0.6666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 22:25:48,64.37199032000001,0.55,0.0,0.0,2.1333333333333333,0.0,1.0
2013-08-12 22:30:48,60.47065757333333,0.5166666666666666,0.0,0.0,1.6,0.0,1.0
2013-08-12 22:35:48,70.22398944000001,0.6,0.0,0.0,1.5333333333333334,0.0,1.0
2013-08-12 22:40:48,68.27332306666668,0.5833333333333334,0.0,0.0,1.9333333333333331,0.0,1.0666666666666669
2013-08-12 22:45:48,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 22:50:48,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 22:55:48,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:00:48,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:05:49,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:10:49,70.22398944000001,0.6,0.0,0.0,1.6,0.0,1.0
2013-08-12 23:15:49,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:20:49,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:25:49,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:30:49,62.42132394666667,0.5333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:35:49,70.22398944000001,0.6,0.0,0.0,2.333333333333333,0.0,1.0666666666666669
2013-08-12 23:40:49,79.97732130666667,0.6833333333333332,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:45:49,68.27332306666668,0.5833333333333334,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:50:49,64.37199032000001,0.55,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-12 23:55:49,70.22398944000001,0.6,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-13 00:00:49,60.47065757333333,0.5166666666666666,134217.6,0.0,1.7333333333333334,0.0,1.0
2013-08-13 00:05:49,66.32265669333334,0.5666666666666667,178956.8,0.0,1.4,0.0,1.0
2013-08-13 00:10:49,72.17465581333335,0.6166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-13 00:15:49,58.51999120000001,0.5,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-13 00:20:49,66.32265669333334,0.5666666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
2013-08-13 00:25:49,64.37199032000001,0.55,0.0,0.0,1.8,0.0,1.0666666666666669
2013-08-13 00:30:49,66.32265669333334,0.5666666666666667,0.0,0.0,1.8666666666666667,0.0,1.0
2013-08-13 00:35:49,70.22398944000001,0.6,0.0,0.0,1.5333333333333334,0.0,1.0
2013-08-13 00:40:49,74.12532218666666,0.6333333333333333,0.0,0.0,1.3333333333333333,0.0,1.0
