Timestamp,CPUcores,CPUcapacityprovisioned,CPUusage,CPUusage.1,Memorycapacityprovisioned,Memoryusage,Diskreadthroughput,Diskwritethroughput,Networkreceivedthroughput,Networktransmittedthroughput,Diskreadthroughput_uni_score,Diskreadthroughput_lower,Diskreadthroughput_upper,Diskreadthroughput_forecast,Diskwritethroughput_uni_score,Diskwritethroughput_lower,Diskwritethroughput_upper,Diskwritethroughput_forecast,Networkreceivedthroughput_uni_score,Networkreceivedthroughput_lower,Networkreceivedthroughput_upper,Networkreceivedthroughput_forecast
2013-08-01 06:00:00,24,70223.9868,8637.550376399999,147.6,100663296.0,11559478.933333334,0.1333333333333332,17.366666666666667,152.4,366.2,4.128077674137032e-06,-128.5534292452298,128.81928636307097,0.1329285589205796,0.000629388117130425,-136.08887155685613,170.67509034819568,17.29310939566976,0.03127298498297937,-639.5193181173441,907.447524400142,133.96410314139894
2013-08-01 07:00:00,24,70223.9868,8362.506428099998,142.89999999999998,100663296.0,9479103.466666669,0.0,12.266666666666667,144.46666666666667,359.0,0.00077980414441714,-111.55996864601187,111.6926209492429,0.06632615161550771,0.024226931228966686,-119.03774299748235,148.51077420927763,14.736515605897642,0.002037041424689745,-479.80459516192093,770.6788633790203,145.43713410854969
2013-08-01 08:00:00,24,70223.9868,8481.497072399998,144.93333333333334,100663296.0,9199485.333333332,0.0,14.933333333333334,152.66666666666666,368.06666666666666,0.0005962817527926934,-104.28725251832272,104.38206004717556,0.04740376442642565,0.0013876477689698241,-112.1871654539766,141.78529843372752,14.799066489875452,0.007482312684853554,-463.25910145916987,761.6090776568969,149.17498809886357
2013-08-01 09:00:00,24,70223.9868,8438.582413799999,144.2,100663296.0,9551805.333333334,0.0,12.6,150.0,359.1333333333333,0.00045585609332965404,-100.64762235974855,100.7175654571826,0.03497154871702891,0.017397671816350213,-109.06444511023918,137.53369433835093,14.23462461405587,0.0003044527810787123,-461.6574494973186,761.3737293566503,149.8581399296658
2013-08-01 10:00:00,24,70223.9868,8501.003735399998,145.26666666666665,100663296.0,9361666.933333334,0.0,12.866666666666667,154.93333333333334,371.06666666666666,0.0003691990557472824,-98.45772978459141,98.51314069465633,0.027705455032459265,0.011559789274306453,-107.04825065002088,134.91287814428964,13.932313747134375,0.005674790584361933,-459.15800608160765,763.7368692509908,152.2894315846916
2013-08-01 11:00:00,24,70223.9868,8555.622391799998,146.2,100663296.0,10798913.866666667,0.0,14.6,154.13333333333333,370.9333333333333,0.0003103123287750975,-96.99426611327644,97.04014474737076,0.022939317047160332,0.005323276568547808,-105.27162453780473,133.5031163059475,14.115745884071385,0.0011540883446066186,-457.8467193719661,765.038017286713,153.5956489573735
2013-08-01 12:00:00,24,70223.9868,8526.3623973,145.7,100663296.0,10127824.533333331,0.0,12.933333333333334,151.86666666666667,366.0,0.00026766406657352526,-95.94687432320818,95.9860189513491,0.01957231407046058,0.010953364212491712,-104.30496768344467,132.14511706177615,13.920074689165741,0.00459583136843289,-457.4341383525659,765.4498440216275,154.0078528345308
2013-08-01 13:00:00,24,70223.9868,8518.559732099999,145.56666666666666,100663296.0,9551804.533333331,0.0,13.533333333333331,152.6,366.6666666666667,0.00023534079901477156,-95.16007252403966,95.19420694629193,0.01706721112613943,0.003676164802980608,-103.477601892537,131.20162942798405,13.862013767723527,0.0005986771590928974,-459.12088376823306,763.7630424888706,152.32107936031875
2013-08-01 14:00:00,24,70223.9868,17095.639453199998,292.1333333333333,100663296.0,16285059.466666665,0.0,80.46666666666667,967.7333333333332,1496.6666666666663,0.0002099931424994761,-94.5473108507498,94.57757207344957,0.015130611349893323,0.5754691713934734,-92.80672270183183,140.47870351144078,23.835990404804477,0.8987505626477881,-252.91005364879197,969.9738684333206,358.5319073922643
2013-08-01 15:00:00,24,70223.9868,21944.995875,375.0,100663296.0,27229399.2,193.26666666666668,136.66666666666666,1565.5333333333333,1894.2,0.9983163867133253,-80.44020352986483,107.70010403621778,13.629950253176474,0.8353279552244355,-77.47457530636181,154.68535869657512,38.60539169510666,0.88581952139166,366.8769284013051,1589.7608501728073,978.3188892870562
