Timestamp [ms],CPU usage [MHZ],CPU usage [%],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
1970-01-16 22:50:00.230,62.42132394666667,0.5333333333333333,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:00.530,70.22398944000001,0.6,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:00.830,83.87865405333334,0.7166666666666667,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:01.130,85.82932042666667,0.7333333333333333,178956.8,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:01.430,70.22398944000001,0.6,223696.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:01.730,66.32265669333334,0.5666666666666667,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:02.030,70.22398944000001,0.6,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:02.330,74.12532218666666,0.6333333333333333,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:02.630,83.87865405333334,0.7166666666666667,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:02.930,68.27332306666668,0.5833333333333334,0.0,0.0,0.8,0.0,1.0666666666666669
1970-01-16 22:50:03.230,64.37199032000001,0.55,134217.6,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:03.530,83.87865405333334,0.7166666666666667,0.0,0.0,1.0,0.0,1.0666666666666669
1970-01-16 22:50:03.830,74.12532218666666,0.6333333333333333,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:04.130,83.87865405333334,0.7166666666666667,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:04.430,87.7799868,0.75,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:04.730,74.12532218666666,0.6333333333333333,0.0,0.0,0.8,0.0,1.0
1970-01-16 22:50:05.030,68.27332306666668,0.5833333333333334,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:05.330,60.47065757333333,0.5166666666666666,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:05.630,60.47065757333333,0.5166666666666666,0.0,0.0,0.5333333333333333,0.0,1.0
1970-01-16 22:50:05.930,74.12532218666666,0.6333333333333333,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:06.230,2036.49569376,17.4,268435.2,2.533333333333333,1.7333333333333334,741.7333333333332,18.2
1970-01-16 22:50:06.530,10919.830357920002,93.3,4518660.533333333,0.26666666666666666,10829.933333333332,38.4,3.066666666666667
1970-01-16 22:50:06.831,10952.991686266667,93.58333333333334,4473922.133333334,0.26666666666666666,13122.8,0.0,1.5333333333333334
1970-01-16 22:50:07.131,10913.9783588,93.25,5502924.8,0.4,15134.4,0.0,1.5333333333333334
1970-01-16 22:50:07.431,10828.149038373334,92.51666666666668,6397709.6,0.2,15938.6,0.0,2.333333333333333
1970-01-16 22:50:07.731,5676.439146400001,48.5,16598257.066666665,0.0,11127.733333333335,0.7333333333333333,12.4
1970-01-16 22:50:08.031,83.87865405333334,0.7166666666666667,13153335.733333332,0.0,0.6666666666666666,0.0,1.0
1970-01-16 22:50:08.331,83.87865405333334,0.7166666666666667,2147481.6,0.0,0.4,0.0,1.0
1970-01-16 22:50:08.631,83.87865405333334,0.7166666666666667,0.0,0.0,1.3333333333333333,0.0,1.0
1970-01-16 22:50:08.931,530.5812535466667,4.533333333333333,178956.8,2.533333333333333,2.0,779.6,23.4
1970-01-16 22:50:09.231,3087.9048689866668,26.383333333333336,1834307.4666666663,2.533333333333333,2.533333333333333,769.5333333333333,19.666666666666668
1970-01-16 22:50:09.531,11015.413010213333,94.11666666666666,5637143.2,2.2,10972.6,10.6,1.5333333333333334
1970-01-16 22:50:09.831,10962.745018133333,93.66666666666666,6889840.8,1.6,12760.866666666667,0.0,1.4666666666666666
1970-01-16 22:50:10.131,10927.633023413333,93.36666666666666,7337233.066666666,0.4,15472.133333333333,0.0,1.6666666666666667
1970-01-16 22:50:10.431,10828.149038373334,92.51666666666668,8097801.333333332,0.26666666666666666,16695.933333333334,0.0,2.066666666666667
1970-01-16 22:50:10.731,6946.322955440001,59.35,12348029.866666667,0.0,12183.466666666667,0.6666666666666666,12.8
1970-01-16 22:50:11.031,87.7799868,0.75,12616464.0,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:11.331,85.82932042666667,0.7333333333333333,2147481.6,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:11.631,83.87865405333334,0.7166666666666667,134217.6,0.0,0.6666666666666666,0.0,1.0
1970-01-16 22:50:11.931,83.87865405333334,0.7166666666666667,0.0,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:12.231,79.97732130666667,0.6833333333333332,0.0,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:12.531,83.87865405333334,0.7166666666666667,0.0,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:12.831,83.87865405333334,0.7166666666666667,0.0,0.0,0.7333333333333333,0.0,1.0
1970-01-16 22:50:13.131,83.87865405333334,0.7166666666666667,0.0,0.0,0.6,0.0,1.0
1970-01-16 22:50:13.431,78.02665493333333,0.6666666666666667,0.0,0.0,0.4666666666666667,0.0,1.0
1970-01-16 22:50:13.731,74.12532218666666,0.6333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0
